frame,players,goalkeepers,referees,balls,preprocess_time_ms,inference_time_ms,postprocess_time_ms,total_time_ms
146,10,0,0,0,0.22125244140625,928.8840293884277,2.385854721069336,931.4925670623779
148,11,0,0,0,0.22649765014648438,931.8499565124512,2.568483352661133,934.6461296081543
150,11,0,0,0,0.1914501190185547,941.0176277160645,2.5963783264160156,943.8061714172363
152,10,0,0,0,0.22602081298828125,966.484785079956,2.350330352783203,969.0618515014648
154,11,0,0,1,0.17309188842773438,946.2485313415527,2.7420520782470703,949.164867401123
156,10,0,0,1,0.27632713317871094,958.7757587432861,2.505064010620117,961.5585803985596
158,10,0,0,1,0.26798248291015625,934.1344833374023,2.4328231811523438,936.8362426757812
160,10,0,0,1,0.12612342834472656,919.5296764373779,2.5212764739990234,922.177791595459
162,10,0,0,1,0.1900196075439453,1003.1032562255859,2.592802047729492,1005.8870315551758
164,11,0,0,1,0.20360946655273438,922.75071144104,2.75421142578125,925.7094860076904
166,10,0,0,1,0.23674964904785156,922.0144748687744,2.554178237915039,924.8063564300537
168,10,0,0,1,0.2048015594482422,924.1392612457275,2.878427505493164,927.2234439849854
170,10,0,0,1,0.21529197692871094,932.35182762146,2.7151107788085938,935.2829456329346
172,10,0,0,0,0.10824203491210938,954.9453258514404,2.3527145385742188,957.4074745178223
174,10,0,0,0,0.18215179443359375,940.9530162811279,2.450227737426758,943.5861110687256
176,10,0,0,0,0.2288818359375,927.7896881103516,2.376079559326172,930.3960800170898
178,10,0,0,0,0.2853870391845703,932.3461055755615,2.507448196411133,935.1394176483154
180,10,0,0,0,0.24509429931640625,944.4272518157959,2.4433135986328125,947.1163749694824
182,10,0,0,0,0.2467632293701172,933.8817596435547,2.3670196533203125,936.4967346191406
184,10,0,0,0,0.18978118896484375,945.6603527069092,2.4137496948242188,948.2645988464355
186,10,0,0,0,0.21648406982421875,939.5806789398193,1.9567012786865234,941.7550563812256
188,10,0,0,0,0.20456314086914062,952.6858329772949,2.3865699768066406,955.277681350708
190,10,0,0,0,0.23555755615234375,926.8703460693359,2.442598342895508,929.5496940612793
192,1,0,0,0,0.1990795135498047,973.8259315490723,0.6854534149169922,974.7114181518555
194,0,0,0,0,0.2486705780029297,935.2424144744873,0.33211708068847656,935.8241558074951
196,1,0,0,0,0.77056884765625,961.0092639923096,0.6756782531738281,962.456464767456
198,1,0,0,0,0.21839141845703125,932.3647022247314,0.659942626953125,933.2442283630371
200,1,0,0,0,0.1900196075439453,941.0831928253174,0.6620883941650391,941.9357776641846
202,1,0,0,0,0.2071857452392578,930.5837154388428,0.6797313690185547,931.471586227417
204,1,0,0,0,0.2353191375732422,982.0587635040283,0.8444786071777344,983.1395149230957
206,2,0,0,0,0.28014183044433594,973.1476306915283,0.8416175842285156,974.2708206176758
208,1,0,0,0,0.209808349609375,971.7912673950195,0.6520748138427734,972.653865814209
210,0,0,0,0,0.2467632293701172,1018.1233882904053,0.3056526184082031,1018.6765193939209
212,0,0,0,0,0.24318695068359375,974.4751453399658,0.3223419189453125,975.0416278839111
214,0,0,0,0,0.2353191375732422,972.9511737823486,0.41413307189941406,973.6015796661377
216,1,0,0,0,0.23627281188964844,941.9665336608887,0.7660388946533203,942.9702758789062
218,0,0,0,0,0.12874603271484375,930.1300048828125,0.3199577331542969,930.579423904419
220,0,0,0,0,0.2789497375488281,934.7360134124756,0.3476142883300781,935.3640079498291
222,0,0,0,0,0.25391578674316406,936.2239837646484,0.32210350036621094,936.8021488189697
224,20,0,1,1,0.34880638122558594,950.9124755859375,4.542112350463867,955.8043479919434
226,19,0,2,1,0.1842975616455078,924.9348640441895,4.545450210571289,929.6653270721436
228,19,0,2,2,0.22721290588378906,961.9815349578857,4.747629165649414,966.9575691223145
230,18,0,2,2,0.18525123596191406,924.6771335601807,4.545927047729492,929.4090270996094
232,18,0,2,0,0.24127960205078125,946.0151195526123,4.168510437011719,950.4258632659912
234,17,0,2,0,0.20813941955566406,933.302640914917,4.070281982421875,937.5817775726318
236,17,0,2,2,0.2665519714355469,922.1842288970947,4.359245300292969,926.8109798431396
238,16,0,2,1,0.232696533203125,923.6576557159424,3.9861202239990234,927.8781414031982
240,16,0,2,1,0.10991096496582031,945.7056522369385,4.298925399780273,950.1156806945801
242,16,0,3,1,0.20003318786621094,923.6485958099365,4.120349884033203,927.9694557189941
244,15,0,2,1,0.2620220184326172,1012.5746726989746,4.366636276245117,1017.2042846679688
246,16,0,2,1,0.23889541625976562,973.1392860412598,4.059791564941406,977.4389266967773
248,14,0,2,1,0.22220611572265625,952.664852142334,3.663778305053711,956.5515518188477
250,14,0,1,1,0.18835067749023438,950.3726959228516,4.061460494995117,954.6239376068115
252,15,0,1,1,0.23245811462402344,937.8037452697754,3.699779510498047,941.7366981506348
254,13,0,2,2,0.22554397583007812,933.495283126831,3.5696029663085938,937.2916221618652
256,12,0,1,1,0.3662109375,939.8386478424072,3.0965805053710938,943.3023929595947
258,13,0,2,1,0.2295970916748047,1098.290205001831,3.9157867431640625,1102.4365425109863
260,10,0,1,1,0.23674964904785156,964.5087718963623,3.0210018157958984,967.7677154541016
262,10,0,2,2,0.23746490478515625,939.1500949859619,3.053903579711914,942.4424171447754
264,11,0,0,1,0.11873245239257812,936.305046081543,2.715587615966797,939.1400814056396
266,9,0,1,1,0.2148151397705078,955.1246166229248,2.502918243408203,957.8433036804199
268,10,0,2,1,0.21648406982421875,941.0240650177002,2.923250198364258,944.164514541626
270,11,0,1,1,0.24557113647460938,946.4526176452637,2.8603076934814453,949.5599269866943
272,10,0,2,1,0.2288818359375,934.1545104980469,2.916097640991211,937.3009204864502
274,10,0,2,1,0.7421970367431641,951.3959884643555,2.93731689453125,955.0766944885254
276,9,0,0,1,0.1926422119140625,938.7130737304688,2.3713111877441406,941.2777423858643
278,8,0,0,1,0.22029876708984375,952.2902965545654,2.194643020629883,954.7057151794434
280,8,0,1,1,0.19240379333496094,942.2464370727539,2.3179054260253906,944.7576999664307
282,8,0,1,1,0.240325927734375,941.7078495025635,2.343416213989258,944.2923069000244
284,8,0,1,1,0.1926422119140625,935.9340667724609,2.553224563598633,938.6806488037109
286,8,0,1,1,0.18477439880371094,944.819450378418,2.428770065307617,947.4337100982666
288,8,1,1,1,0.20837783813476562,939.2054080963135,2.606630325317383,942.021369934082
290,9,1,1,1,0.17142295837402344,929.6078681945801,2.802133560180664,932.5821399688721
292,8,0,1,1,0.15234947204589844,939.4598007202148,2.2132396697998047,941.8258666992188
294,7,0,1,1,0.21886825561523438,926.5778064727783,2.114534378051758,928.9116859436035
296,6,1,1,1,0.20194053649902344,933.4762096405029,2.302408218383789,935.981273651123
298,5,1,2,1,0.2334117889404297,928.5995960235596,2.2840499877929688,931.1182498931885
300,5,0,1,1,0.20360946655273438,929.5821189880371,1.7781257629394531,931.5648078918457
302,5,0,1,1,0.23031234741210938,933.7983131408691,1.7654895782470703,935.7950687408447
304,5,0,1,1,0.6051063537597656,966.8710231781006,1.789093017578125,969.2680835723877
306,5,0,0,1,0.21195411682128906,935.9738826751709,1.5518665313720703,937.7386569976807
308,4,0,0,1,0.22172927856445312,933.9084625244141,1.3992786407470703,935.5306625366211
310,4,0,0,1,0.19669532775878906,951.2591361999512,1.390218734741211,952.8470039367676
312,4,0,0,1,0.1964569091796875,928.5624027252197,1.5180110931396484,930.2773475646973
314,4,0,0,1,0.21719932556152344,925.6563186645508,1.4071464538574219,927.2818565368652
316,4,0,0,1,0.1926422119140625,922.9569435119629,1.3842582702636719,924.5345592498779
318,4,0,0,1,0.1800060272216797,920.8087921142578,1.3775825500488281,922.3670959472656
320,3,0,0,1,0.2486705780029297,926.2847900390625,1.226186752319336,927.7608394622803
322,3,0,0,2,0.19812583923339844,939.0957355499268,1.3203620910644531,940.615177154541
324,3,0,0,1,0.19073486328125,1001.5146732330322,1.2691020965576172,1002.9749870300293
326,3,0,0,1,0.22983551025390625,934.8866939544678,1.2118816375732422,936.3291263580322
328,3,0,0,1,0.13566017150878906,953.3474445343018,1.2297630310058594,954.7133445739746
330,3,0,0,1,0.22077560424804688,926.5701770782471,1.1887550354003906,927.9804229736328
332,3,0,0,0,0.23221969604492188,1061.70654296875,1.123666763305664,1063.0638599395752
334,3,0,0,1,0.2338886260986328,942.4118995666504,1.1942386627197266,943.840742111206
336,3,0,0,0,0.2014636993408203,937.5762939453125,1.046895980834961,938.8253688812256
338,3,0,0,0,0.29158592224121094,956.4473628997803,1.2063980102539062,957.9465389251709
340,4,0,0,1,0.2613067626953125,982.9201698303223,1.4033317565917969,984.5864772796631
342,4,0,0,0,0.17189979553222656,998.9871978759766,1.2183189392089844,1000.3781318664551
344,4,0,0,0,0.19073486328125,969.9227809906006,1.4028549194335938,971.5175628662109
346,4,0,0,1,0.21505355834960938,948.3716487884521,1.6634464263916016,950.2513408660889
348,4,0,0,1,0.22459030151367188,988.7216091156006,1.4362335205078125,990.3836250305176
350,4,0,0,1,0.240325927734375,938.1341934204102,1.3391971588134766,939.7144317626953
352,5,0,0,1,0.25343894958496094,925.0319004058838,1.5876293182373047,926.8741607666016
354,5,0,0,1,0.22149085998535156,947.4995136260986,1.8415451049804688,949.5639801025391
356,6,0,0,1,0.2002716064453125,995.9902763366699,1.836538314819336,998.028039932251
358,5,0,0,1,0.24700164794921875,940.7856464385986,1.5614032745361328,942.5950050354004
360,5,0,0,1,0.21147727966308594,931.6346645355225,1.7049312591552734,933.5517883300781
362,4,0,0,1,0.21457672119140625,925.9743690490723,1.440286636352539,927.6299476623535
364,4,0,0,1,0.23293495178222656,948.810338973999,1.6641616821289062,950.7083892822266
366,4,0,0,1,0.16927719116210938,930.6807518005371,1.432657241821289,932.2841167449951
368,5,0,0,1,0.21529197692871094,939.1696453094482,1.5904903411865234,940.9761428833008
370,4,0,0,1,0.3268718719482422,931.0083389282227,1.5683174133300781,932.9051971435547
372,4,0,0,1,0.21314620971679688,962.5229835510254,1.5101432800292969,964.2477035522461
374,4,0,0,1,0.11801719665527344,946.0186958312988,1.4715194702148438,947.6096630096436
376,4,0,0,1,0.21338462829589844,940.3238296508789,1.4226436614990234,941.9605731964111
378,4,0,0,1,0.1976490020751953,935.5661869049072,1.3959407806396484,937.1604919433594
380,4,0,0,1,0.23126602172851562,921.2405681610107,1.4302730560302734,922.9030609130859
382,4,0,0,1,0.20742416381835938,927.9770851135254,1.4874935150146484,929.673433303833
384,4,0,0,0,0.26106834411621094,958.9276313781738,1.354217529296875,960.5438709259033
386,4,0,0,1,0.24008750915527344,955.8360576629639,1.4019012451171875,957.4787616729736
388,4,0,0,1,0.2276897430419922,928.748607635498,1.478433609008789,930.4556846618652
390,4,0,0,0,0.09298324584960938,983.5608005523682,1.2960433959960938,984.9505424499512
392,3,0,0,0,0.2796649932861328,933.0685138702393,1.1196136474609375,934.4687461853027
394,3,0,0,0,0.22935867309570312,934.138298034668,1.3263225555419922,935.6951713562012
396,3,0,0,0,0.1850128173828125,944.7646141052246,1.058816909790039,946.0091590881348
398,3,0,0,1,0.2605915069580078,972.4881649017334,1.5261173248291016,974.276065826416
400,3,0,0,0,0.2696514129638672,1025.9361267089844,1.283884048461914,1027.4910926818848
402,3,0,0,0,0.3554821014404297,992.0001029968262,1.0662078857421875,993.4229850769043
404,3,0,0,0,0.2636909484863281,982.1546077728271,1.3704299926757812,983.7896823883057
406,2,0,0,0,0.2162456512451172,942.2059059143066,0.8568763732910156,943.2797431945801
408,3,0,0,0,0.20647048950195312,943.4669017791748,1.0528564453125,944.7271823883057
410,2,0,0,0,0.20766258239746094,933.1655502319336,0.8368492126464844,934.2105388641357
412,2,0,0,0,0.2262592315673828,925.727128982544,0.8609294891357422,926.8155097961426
414,2,0,0,0,0.13184547424316406,925.3706932067871,0.9191036224365234,926.4237880706787
416,2,0,0,0,0.2913475036621094,925.3542423248291,0.9396076202392578,926.5866279602051
418,2,0,0,1,0.20933151245117188,926.3224601745605,1.0306835174560547,927.5631904602051
420,2,0,0,0,0.23865699768066406,944.4966316223145,0.8552074432373047,945.5916881561279
422,3,0,0,0,0.2052783966064453,926.0656833648682,1.0988712310791016,927.3710250854492
424,3,0,0,0,0.2205371856689453,920.353889465332,1.0304450988769531,921.6055870056152
426,4,0,0,0,0.2777576446533203,935.3406429290771,1.2426376342773438,936.8617534637451
428,4,0,0,0,0.2155303955078125,935.776948928833,1.2366771697998047,937.2303485870361
430,3,0,0,0,0.21719932556152344,942.6369667053223,1.283884048461914,944.1392421722412
432,4,0,0,0,0.21219253540039062,940.8109188079834,1.3117790222167969,942.335844039917
434,3,0,0,0,0.19502639770507812,941.9362545013428,1.03759765625,943.1700706481934
436,1,0,0,0,0.11610984802246094,1010.810375213623,0.8485317230224609,1011.7764472961426
438,1,0,0,0,0.6420612335205078,989.0329837799072,0.78582763671875,990.462064743042
440,1,0,0,0,0.19550323486328125,966.3517475128174,0.6098747253417969,967.158317565918
442,3,0,0,0,0.09608268737792969,937.1447563171387,1.049041748046875,938.2908344268799
444,1,0,0,0,0.19860267639160156,942.204475402832,0.6701946258544922,943.0744647979736
446,1,0,0,0,0.17881393432617188,922.0037460327148,0.6625652313232422,922.8456020355225
448,0,0,0,0,0.2498626708984375,943.4168338775635,0.3561973571777344,944.0245628356934
450,1,0,0,0,0.2651214599609375,938.6491775512695,0.6451606750488281,939.5608901977539
452,1,0,0,0,0.2193450927734375,931.7004680633545,0.6303787231445312,932.5511455535889
454,1,0,0,0,0.278472900390625,950.9501457214355,0.6077289581298828,951.8373012542725
456,1,0,0,0,0.20837783813476562,1011.3952159881592,0.713348388671875,1012.3183727264404
458,1,0,0,0,0.2243518829345703,960.2007865905762,0.6091594696044922,961.0354900360107
460,1,0,0,0,0.22268295288085938,933.3338737487793,0.6604194641113281,934.2174530029297
462,1,0,0,0,0.4127025604248047,946.2571144104004,0.6237030029296875,947.2951889038086
464,1,0,0,0,0.23031234741210938,938.5726451873779,0.6327629089355469,939.4364356994629
466,1,0,0,0,0.18715858459472656,970.3536033630371,0.7839202880859375,971.3253974914551
468,1,0,0,0,0.22649765014648438,931.4610958099365,0.6463527679443359,932.3346614837646
470,1,0,0,0,0.15997886657714844,942.0123100280762,0.7510185241699219,942.924976348877
472,2,0,0,0,0.24890899658203125,1064.0912055969238,1.1358261108398438,1065.476894378662
474,2,0,0,0,0.24390220642089844,1011.5797519683838,0.8683204650878906,1012.692928314209
476,2,0,0,0,0.2028942108154297,966.6604995727539,1.010894775390625,967.8750038146973
478,19,1,2,0,0.10657310485839844,969.4037437438965,4.454135894775391,973.9654064178467
480,19,1,2,0,0.21266937255859375,1006.2057971954346,4.52876091003418,1010.9484195709229
482,19,1,2,0,0.1952648162841797,992.103099822998,5.069732666015625,997.3688125610352
484,19,1,2,0,0.25653839111328125,957.2510719299316,4.632234573364258,962.141752243042
486,19,1,2,0,0.4544258117675781,931.8263530731201,4.468202590942383,936.7499351501465
488,20,1,2,0,0.19073486328125,948.228120803833,4.660606384277344,953.0799388885498
490,20,1,2,1,0.1804828643798828,935.9409809112549,4.792928695678711,940.9151077270508
492,20,1,2,1,0.10943412780761719,938.3361339569092,4.895448684692383,943.3419704437256
494,19,1,2,1,0.20885467529296875,1047.746181488037,5.7353973388671875,1053.6916255950928
496,18,1,2,1,0.6763935089111328,1044.3031787872314,4.851341247558594,1049.833059310913
498,18,1,2,1,0.24127960205078125,964.252233505249,4.628419876098633,969.1226482391357
500,20,1,2,1,0.12302398681640625,936.4893436431885,4.898786544799805,941.511869430542
502,19,1,2,1,0.12230873107910156,946.9490051269531,4.758596420288086,951.8313407897949
